,price,latitude,longitude,accommodates,bedrooms,bathrooms,beds,cleaning_fee,guests_included,host_response_rate,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,extra_people,host_since,neighbourhood_Allston-Brighton,neighbourhood_Back Bay,neighbourhood_Beacon Hill,neighbourhood_Brookline,neighbourhood_Cambridge,neighbourhood_Charlestown,neighbourhood_Chestnut Hill,neighbourhood_Chinatown,neighbourhood_Dorchester,neighbourhood_Downtown,neighbourhood_Downtown Crossing,neighbourhood_East Boston,neighbourhood_Fenway/Kenmore,neighbourhood_Financial District,neighbourhood_Government Center,neighbourhood_Harvard Square,neighbourhood_Hyde Park,neighbourhood_Jamaica Plain,neighbourhood_Leather District,neighbourhood_Mattapan,neighbourhood_Mission Hill,neighbourhood_North End,neighbourhood_Roslindale,neighbourhood_Roxbury,neighbourhood_Somerville,neighbourhood_South Boston,neighbourhood_South End,neighbourhood_Theater District,neighbourhood_Unknown,neighbourhood_West End,neighbourhood_West Roxbury,require_guest_phone_verification_No,require_guest_phone_verification_Yes,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_No,host_is_superhost_Yes,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Unknown,property_type_Villa,is_location_exact_No,is_location_exact_Yes
1320,165.0,42.34972969320107,-71.0879236417328,2,0.0,1.0,1.0,100.0,1,0.78,30,60,90,365,87.0,9.0,10.0,10.0,9.0,1,0.0,4842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1321,199.0,42.349349848256544,-71.08248800796298,2,0.0,1.0,1.0,75.0,2,0.71,16,32,59,105,85.0,9.0,9.0,10.0,9.0,58,10.0,3230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1322,479.0,42.345991317260754,-71.07985901244271,2,1.0,1.0,1.0,68.38014527845036,1,0.89,28,55,85,360,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,79,0.0,4910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1323,135.0,42.352350470215335,-71.0810818624332,2,1.0,1.0,1.0,20.0,1,1.0,3,19,44,44,100.0,9.0,10.0,10.0,9.0,1,10.0,2358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1324,319.0,42.34643929992848,-71.07919862090826,5,2.0,2.0,2.0,100.0,1,0.98,29,59,89,179,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,136,0.0,2821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1325,107.0,42.34880658974369,-71.08428372090597,1,1.0,1.0,1.0,68.38014527845036,1,1.0,3,5,13,13,100.0,10.0,10.0,10.0,10.0,1,0.0,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1326,150.0,42.35329571000252,-71.07778636887703,3,0.0,1.0,2.0,68.38014527845036,1,1.0,0,1,5,45,98.0,10.0,10.0,10.0,10.0,1,0.0,2385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1327,300.0,42.34862911850599,-71.08561477148602,3,1.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1328,285.0,42.35074444829579,-71.08783569225068,5,1.0,1.0,2.0,25.0,2,1.0,4,17,17,160,93.0,10.0,9.0,10.0,10.0,20,25.0,2787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1329,195.0,42.35391159412126,-71.0744372975915,2,0.0,1.0,1.0,68.38014527845036,1,1.0,6,8,8,8,100.0,10.0,10.0,10.0,10.0,1,0.0,3259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1330,385.0,42.34327133266448,-71.08126679922505,4,2.0,1.5,2.0,150.0,1,0.9498908156711676,0,21,51,321,87.0,10.0,10.0,10.0,9.0,1,0.0,3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1331,110.0,42.352246700045946,-71.08110195704289,3,0.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,100.0,10.0,8.0,10.0,10.0,1,0.0,2982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1332,105.0,42.35175205018952,-71.08704748654992,1,0.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,3268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1333,120.0,42.350294187619625,-71.0860715347519,2,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,0,0,100.0,10.0,10.0,10.0,10.0,1,0.0,3428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1334,163.0,42.34841552928702,-71.08534241726764,3,1.0,1.0,1.0,65.0,2,1.0,13,30,53,143,78.0,9.0,8.0,10.0,8.0,1,35.0,2454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1335,275.0,42.35292393562992,-71.08080354812249,2,1.0,1.5,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1336,298.0,42.34453454563946,-71.07980384633956,3,1.0,1.0,2.0,100.0,1,0.96,4,5,5,5,92.0,10.0,10.0,10.0,9.0,61,0.0,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1337,225.0,42.351503651029184,-71.0871041513763,5,1.0,1.0,2.0,25.0,2,1.0,6,18,18,161,80.0,8.0,8.0,8.0,6.0,20,25.0,2787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1338,450.0,42.3535589173889,-71.0740979929516,4,2.0,1.0,3.0,100.0,4,1.0,2,11,30,298,100.0,10.0,10.0,10.0,10.0,2,50.0,2571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1339,319.0,42.34668654972698,-71.07918967241031,5,2.0,2.0,2.0,100.0,1,0.98,24,54,84,174,100.0,10.0,10.0,10.0,10.0,136,0.0,2821,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1340,175.0,42.35081828863069,-71.08802691716497,2,1.0,1.0,1.0,75.0,1,1.0,0,0,0,6,91.0,9.0,9.0,10.0,9.0,2,0.0,3686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1341,299.0,42.34654267232068,-71.07853071772206,4,2.0,1.5,2.0,150.0,1,0.89,29,59,89,364,88.0,9.0,9.0,10.0,8.0,79,0.0,4910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1342,165.0,42.35392228988581,-71.07645347392807,2,0.0,1.0,1.0,60.0,1,1.0,4,15,38,128,97.0,10.0,10.0,10.0,10.0,2,0.0,2609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1343,250.0,42.35121526707249,-71.08314799948815,2,0.0,1.0,1.0,75.0,1,1.0,10,31,61,336,96.0,9.0,10.0,10.0,9.0,1,0.0,3421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1344,99.0,42.353237450366215,-71.07939584654771,2,1.0,1.0,1.0,150.0,1,0.7,5,35,65,340,90.0,10.0,10.0,10.0,10.0,7,0.0,3682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1345,209.0,42.348891620501945,-71.08240563137821,2,1.0,1.0,1.0,95.0,1,0.71,8,28,58,85,84.0,8.0,9.0,9.0,9.0,58,10.0,3230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1346,250.0,42.34865395770835,-71.08675315600338,2,1.0,1.0,1.0,68.38014527845036,1,0.9,19,19,32,32,100.0,10.0,10.0,10.0,10.0,1,0.0,2741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1347,330.0,42.3550344771493,-71.0737364410998,8,3.0,2.0,3.0,68.38014527845036,1,0.77,9,26,47,315,96.0,9.0,10.0,10.0,9.0,14,0.0,2558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1348,150.0,42.35366906848241,-71.07410717557798,2,1.0,1.0,1.0,40.0,1,1.0,4,13,32,303,100.0,10.0,10.0,10.0,10.0,2,0.0,2571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1349,139.0,42.34796211026549,-71.08409779497092,2,1.0,1.0,1.0,68.38014527845036,1,0.92,24,48,75,348,93.0,10.0,9.0,10.0,10.0,1,0.0,3066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1350,200.0,42.34514083390414,-71.08102884069211,3,1.0,1.0,1.0,50.0,1,0.95,3,9,20,113,95.0,10.0,9.0,10.0,9.0,1,0.0,3110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1351,249.0,42.35159198224077,-71.08239647185567,3,1.0,1.0,1.0,50.0,2,0.83,5,10,40,40,80.0,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,50.0,3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1352,300.0,42.34932836669501,-71.08485519356563,4,1.0,1.0,2.0,20.0,1,1.0,0,4,9,113,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1353,105.0,42.34935037188186,-71.08968697530085,7,1.0,1.0,3.0,55.0,3,0.99,11,11,11,47,93.0,9.0,9.0,10.0,9.0,24,50.0,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1354,363.0,42.34500463800613,-71.07955320100181,5,2.0,2.0,3.0,100.0,1,0.96,30,60,90,148,80.0,9.0,9.0,10.0,8.0,61,0.0,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1355,464.0,42.34272614685374,-71.08235023010138,4,2.0,2.0,2.0,100.0,1,1.0,25,52,82,357,97.0,10.0,9.0,10.0,9.0,1,0.0,3409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1356,97.0,42.35335666460161,-71.08157617020447,2,0.0,1.0,1.0,15.0,1,0.96,7,28,53,328,75.0,8.0,7.0,10.0,8.0,4,0.0,3100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1357,250.0,42.353292465630695,-71.0769730919365,3,1.0,1.0,1.0,50.0,1,0.9,22,52,82,357,97.0,10.0,10.0,10.0,10.0,1,0.0,2854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1358,150.0,42.35382532939101,-71.07671360394994,2,0.0,1.0,1.0,50.0,1,0.9498908156711676,0,0,0,0,90.0,9.0,9.0,10.0,9.0,1,10.0,2920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1359,151.0,42.352023942176935,-71.08469114601566,2,1.0,1.0,1.0,25.0,1,1.0,13,41,69,69,93.0,9.0,9.0,10.0,9.0,2,25.0,2913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1360,399.0,42.35459064861711,-71.07238092387315,6,3.0,3.0,3.0,68.38014527845036,1,0.89,7,18,35,305,86.0,8.0,9.0,10.0,8.0,79,0.0,4910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1361,210.0,42.34908473445534,-71.08232079255343,2,1.0,1.0,1.0,25.0,1,0.9498908156711676,28,58,88,363,80.0,8.0,10.0,10.0,9.16823444283647,1,0.0,3002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1362,207.0,42.34613197084408,-71.07942553607322,2,1.0,1.0,1.0,50.0,1,0.97,0,4,30,303,100.0,10.0,10.0,10.0,10.0,17,5.0,3078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1363,315.0,42.345494521833295,-71.0790962119812,6,2.0,1.0,3.0,75.0,1,1.0,3,10,30,298,98.0,10.0,10.0,10.0,10.0,1,0.0,2847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1364,105.0,42.35176712672133,-71.08765359376078,2,0.0,1.0,1.0,150.0,1,1.0,8,38,68,198,96.0,10.0,10.0,10.0,10.0,3,0.0,2709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1365,190.0,42.34845343360475,-71.08747775500325,2,1.0,1.0,1.0,30.0,2,0.9,0,0,0,94,100.0,9.0,9.0,10.0,9.0,1,20.0,3486,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1366,209.0,42.34863087070413,-71.08525711720038,2,1.0,1.0,1.0,68.38014527845036,1,0.89,11,31,53,328,87.0,9.0,10.0,10.0,9.0,79,0.0,4910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1367,145.0,42.34388019062656,-71.08399516188275,2,0.0,1.0,1.0,20.0,2,1.0,0,0,0,0,87.0,9.0,8.0,10.0,9.0,1,20.0,3800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1368,200.0,42.34782624281228,-71.08707702664312,1,1.0,1.0,1.0,50.0,1,1.0,0,0,0,0,100.0,10.0,10.0,10.0,10.0,1,70.0,2843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1369,450.0,42.35217873823137,-71.08103039350623,3,1.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1370,170.0,42.35385964677783,-71.07529441161311,2,0.0,1.0,1.0,55.0,2,1.0,7,27,55,145,100.0,10.0,10.0,10.0,10.0,1,25.0,3112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1371,329.0,42.35162629930753,-71.07774054333473,4,2.0,1.0,2.0,100.0,4,1.0,27,57,87,362,100.0,9.0,10.0,10.0,10.0,1,0.0,2385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1372,297.0,42.34676465164885,-71.07835282398432,4,2.0,1.0,2.0,50.0,2,0.97,0,0,0,246,87.0,8.0,9.0,10.0,9.0,17,5.0,3078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1373,349.0,42.34631971517924,-71.07807349661931,2,1.0,1.0,1.0,150.0,1,0.89,29,59,89,364,83.0,8.0,8.0,10.0,8.0,79,0.0,4910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1374,200.0,42.35257973770205,-71.07879094316347,4,1.0,1.0,1.0,115.0,2,1.0,6,25,55,145,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,2,50.0,3070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1375,451.0,42.35432779717991,-71.073521139528,6,3.0,1.5,3.0,68.38014527845036,1,0.89,5,25,44,311,89.0,8.0,9.0,10.0,9.0,79,0.0,4910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1376,179.0,42.34926181893452,-71.08440122492242,2,1.0,1.0,1.0,50.0,2,0.92,2,17,33,90,96.0,10.0,10.0,10.0,10.0,1,50.0,3235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1377,150.0,42.352652170996365,-71.07565295793515,2,1.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,95.0,10.0,9.0,10.0,10.0,1,0.0,4552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1378,139.0,42.34945745298075,-71.08880544557996,4,0.0,1.0,2.0,24.0,4,1.0,0,0,0,0,90.0,10.0,9.0,10.0,8.0,2,50.0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1379,174.0,42.35481432026883,-71.0746523547689,6,2.0,1.0,2.0,68.38014527845036,1,0.77,20,46,74,328,93.0,9.0,10.0,10.0,9.0,14,0.0,2558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
