,price,latitude,longitude,accommodates,bedrooms,bathrooms,beds,cleaning_fee,guests_included,host_response_rate,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,extra_people,host_since,neighbourhood_Allston-Brighton,neighbourhood_Back Bay,neighbourhood_Beacon Hill,neighbourhood_Brookline,neighbourhood_Cambridge,neighbourhood_Charlestown,neighbourhood_Chestnut Hill,neighbourhood_Chinatown,neighbourhood_Dorchester,neighbourhood_Downtown,neighbourhood_Downtown Crossing,neighbourhood_East Boston,neighbourhood_Fenway/Kenmore,neighbourhood_Financial District,neighbourhood_Government Center,neighbourhood_Harvard Square,neighbourhood_Hyde Park,neighbourhood_Jamaica Plain,neighbourhood_Leather District,neighbourhood_Mattapan,neighbourhood_Mission Hill,neighbourhood_North End,neighbourhood_Roslindale,neighbourhood_Roxbury,neighbourhood_Somerville,neighbourhood_South Boston,neighbourhood_South End,neighbourhood_Theater District,neighbourhood_Unknown,neighbourhood_West End,neighbourhood_West Roxbury,require_guest_phone_verification_No,require_guest_phone_verification_Yes,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_No,host_is_superhost_Yes,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Unknown,property_type_Villa,is_location_exact_No,is_location_exact_Yes
0,250.0,42.28261879577949,-71.13306792912681,4,2.0,1.5,3.0,35.0,1,0.9498908156711676,0,0,0,0,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,65.0,42.286240821867416,-71.13437396457161,2,1.0,1.0,1.0,10.0,0,1.0,26,54,84,359,94.0,10.0,9.0,9.0,9.0,1,0.0,3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,65.0,42.2924378866568,-71.13576525374667,2,1.0,1.0,1.0,68.38014527845036,1,1.0,19,46,61,319,98.0,10.0,9.0,9.0,10.0,1,20.0,4970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,79.0,42.28451220982457,-71.1362580468337,2,1.0,1.5,2.0,15.0,1,1.0,13,34,59,334,99.0,10.0,10.0,9.0,10.0,1,0.0,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,75.0,42.29168980076903,-71.13189277475922,2,1.0,1.0,1.0,30.0,1,1.0,5,28,58,58,100.0,10.0,10.0,9.0,10.0,1,0.0,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6,100.0,42.28138962623448,-71.13119041987277,3,1.0,1.0,2.0,68.38014527845036,1,0.98,22,39,69,344,90.0,10.0,10.0,9.0,9.0,3,25.0,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,75.0,42.28194609607024,-71.14102161135577,2,1.0,2.0,1.0,10.0,1,1.0,30,60,90,365,96.0,10.0,10.0,10.0,10.0,2,15.0,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8,58.0,42.28587763920193,-71.12490955692161,2,1.0,1.0,2.0,68.38014527845036,2,1.0,12,42,72,347,96.0,10.0,10.0,9.0,10.0,1,0.0,3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9,229.0,42.28882028358453,-71.13951010210121,5,2.0,1.0,2.0,50.0,4,1.0,20,50,80,107,94.0,10.0,9.0,9.0,9.0,2,25.0,3653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,60.0,42.28644819778879,-71.13932538848039,2,1.0,1.0,1.0,30.0,1,0.83,16,38,68,343,80.0,10.0,8.0,10.0,10.0,1,10.0,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11,57.0,42.281941832424685,-71.13337190191741,1,1.0,1.0,1.0,40.0,1,1.0,6,36,66,341,94.0,9.0,10.0,9.0,9.0,2,0.0,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12,93.0,42.29172341146307,-71.13155602161845,4,2.0,1.0,2.0,40.0,1,1.0,0,0,0,0,100.0,10.0,10.0,10.0,10.0,2,0.0,3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13,150.0,42.28764103470109,-71.12988286590424,5,2.0,1.0,3.0,50.0,5,1.0,8,17,39,129,97.0,10.0,10.0,9.0,10.0,1,30.0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,145.0,42.286264736208935,-71.13706513072117,2,2.0,1.5,2.0,150.0,2,0.75,11,14,44,319,91.0,9.0,9.0,9.0,9.0,1,35.0,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15,60.0,42.2814520694321,-71.12925004404066,1,1.0,0.0,1.0,68.38014527845036,1,1.0,4,34,64,339,96.0,9.0,10.0,9.0,10.0,2,0.0,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,165.0,42.27440801253166,-71.12529404441553,4,1.0,1.0,3.0,50.0,3,1.0,20,50,80,349,100.0,10.0,10.0,10.0,10.0,1,15.0,4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17,75.0,42.29181491557826,-71.1315879343071,2,1.0,1.0,1.0,20.0,1,1.0,0,0,0,0,100.0,10.0,10.0,10.0,10.0,2,15.0,3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18,49.0,42.2822247558416,-71.11518855890074,1,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,20,295,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,3,10.0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19,49.0,42.28280175042395,-71.11514509094087,2,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,0,262,95.0,9.0,10.0,9.0,10.0,3,10.0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,40.0,42.27964781834151,-71.1360587290911,1,1.0,2.5,1.0,68.38014527845036,1,1.0,6,27,57,332,99.0,10.0,10.0,9.0,10.0,3,0.0,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,120.0,42.29403534422037,-71.13223724631055,3,0.0,1.0,2.0,50.0,3,1.0,0,7,32,207,98.0,10.0,10.0,10.0,10.0,1,0.0,2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22,70.0,42.28052812623618,-71.13084254103526,2,1.0,0.0,1.0,68.38014527845036,1,1.0,0,0,24,299,98.0,9.0,10.0,9.0,9.0,2,10.0,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,150.0,42.27838291101699,-71.12878009724983,8,3.0,1.0,5.0,100.0,6,1.0,0,0,0,0,88.0,9.0,9.0,9.0,10.0,1,0.0,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,175.0,42.27683095063724,-71.12955973831468,5,4.0,3.5,3.0,100.0,1,0.9498908156711676,0,0,0,0,100.0,10.0,10.0,10.0,10.0,1,0.0,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25,95.0,42.290903928902345,-71.13023771355206,2,1.0,1.5,1.0,10.0,1,1.0,0,0,0,1,96.0,10.0,10.0,9.0,10.0,2,0.0,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,90.0,42.29151999170097,-71.13185776978565,2,1.0,1.0,1.0,68.38014527845036,1,1.0,0,0,0,122,95.0,10.0,9.0,9.0,9.0,1,0.0,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,95.0,42.28907107085577,-71.12823296377442,2,1.0,1.0,1.0,15.0,1,1.0,8,16,37,107,99.0,10.0,10.0,10.0,10.0,1,0.0,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28,100.0,42.292238240224194,-71.13449706289937,2,1.0,1.0,2.0,68.38014527845036,1,0.6,21,51,81,356,90.0,9.0,8.0,9.0,9.0,1,100.0,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,67.0,42.28208581195228,-71.1333486774579,2,1.0,1.0,1.0,40.0,1,1.0,0,5,35,310,96.0,10.0,9.0,9.0,10.0,2,5.0,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30,55.0,42.284561507299415,-71.11972634316602,1,1.0,1.0,1.0,68.38014527845036,1,0.95,0,0,0,129,92.0,10.0,9.0,9.0,9.0,1,0.0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31,200.0,42.27696861949929,-71.11775586431585,6,2.0,1.0,2.0,85.0,4,1.0,21,48,78,353,100.0,10.0,10.0,9.0,10.0,1,20.0,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,150.0,42.28922069154087,-71.13071326524191,4,1.0,1.0,2.0,68.38014527845036,1,0.9498908156711676,0,0,3,17,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,49.0,42.28228162657036,-71.11681747458199,1,1.0,1.0,1.0,68.38014527845036,1,1.0,0,20,50,325,98.0,9.0,9.0,9.0,10.0,3,10.0,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34,75.0,42.27691292292999,-71.12823284429416,1,1.0,1.5,1.0,68.38014527845036,1,1.0,27,57,87,362,96.0,10.0,10.0,10.0,10.0,1,0.0,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35,110.0,42.28967076428995,-71.1372864086912,4,1.0,1.0,2.0,25.0,2,1.0,7,16,25,300,87.0,9.0,9.0,9.0,9.0,1,20.0,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
36,115.0,42.289603216466745,-71.13336748771152,2,1.0,1.0,1.0,35.0,1,1.0,19,46,76,351,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,4098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,125.0,42.27917609759368,-71.13277179664853,16,3.0,1.0,5.0,50.0,1,0.98,26,51,81,351,91.0,10.0,10.0,9.0,9.0,3,25.0,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38,200.0,42.28214228250037,-71.12904915306451,16,3.0,2.5,7.0,50.0,1,0.98,18,38,68,343,95.0,10.0,10.0,10.0,9.0,3,25.0,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,75.0,42.281748516890026,-71.14031783726143,2,1.0,2.0,1.0,10.0,1,1.0,26,56,86,361,97.0,10.0,10.0,10.0,10.0,2,15.0,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40,78.0,42.27563719947966,-71.12480041713683,1,1.0,1.0,1.0,25.0,1,1.0,4,34,64,339,95.0,9.0,9.0,9.0,9.0,1,0.0,3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41,50.0,42.28759769917666,-71.13448153404433,4,1.0,1.0,2.0,10.0,1,1.0,0,0,0,0,96.0,10.0,10.0,10.0,10.0,1,0.0,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,60.0,42.28997231000651,-71.13614631892551,1,1.0,1.0,1.0,68.38014527845036,1,1.0,20,50,80,355,98.0,10.0,10.0,9.0,10.0,1,10.0,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,45.0,42.27896822197632,-71.13671455617597,1,1.0,1.5,1.0,68.38014527845036,1,1.0,6,6,6,254,100.0,9.0,10.0,7.0,9.0,3,0.0,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,145.0,42.28290545627205,-71.13267673899496,4,2.0,1.0,2.0,56.0,3,0.77,4,8,38,306,92.0,10.0,10.0,9.0,9.0,2,33.0,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
45,45.0,42.27636367614069,-71.13643292507432,2,1.0,2.0,1.0,68.38014527845036,1,1.0,2,28,53,133,96.0,10.0,9.0,9.0,9.0,1,10.0,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46,85.0,42.29110718003285,-71.13133846374735,2,1.0,1.5,1.0,10.0,1,1.0,0,0,0,267,97.0,10.0,10.0,9.0,10.0,2,0.0,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47,75.0,42.27571563204639,-71.13013942666514,1,1.0,1.0,1.0,50.0,1,1.0,20,50,80,355,93.0,9.0,10.0,10.0,10.0,1,25.0,3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48,50.0,42.27493019121742,-71.13062800634724,2,1.0,2.0,1.0,68.38014527845036,1,1.0,11,41,71,161,99.0,10.0,10.0,9.0,10.0,1,10.0,2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
49,45.0,42.2802789130541,-71.13586963457317,1,1.0,2.5,1.0,68.38014527845036,1,1.0,0,0,0,260,97.0,10.0,9.0,9.0,10.0,3,0.0,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50,60.0,42.285560027126245,-71.1239986992945,2,1.0,1.0,1.0,68.38014527845036,2,1.0,0,0,0,248,92.0,10.0,10.0,9.0,9.0,1,50.0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
51,95.0,42.287025610360985,-71.1335387879796,3,1.0,1.0,1.0,35.0,1,0.9,8,20,46,258,99.0,10.0,10.0,10.0,10.0,1,0.0,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,89.0,42.28606772927463,-71.1323625033481,2,0.0,1.0,1.0,45.0,2,0.77,19,43,73,348,100.0,10.0,10.0,10.0,10.0,2,39.0,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,110.0,42.28389087384849,-71.13140826651365,3,0.0,1.0,2.0,25.0,1,0.9498908156711676,17,40,58,333,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,25.0,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,65.0,42.293924644315325,-71.1354893588797,2,1.0,1.0,1.0,20.0,1,1.0,6,10,10,259,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,15.0,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55,285.0,42.29061655718749,-71.13273461483398,7,3.0,2.0,3.0,125.0,5,1.0,16,34,64,331,80.0,10.0,10.0,8.0,6.0,1,25.0,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56,140.0,42.31379196258048,-71.10338741157318,4,1.0,1.0,1.0,125.0,4,0.5,17,24,54,144,91.91666666666667,9.43157132512672,9.25804119985544,9.414042707202317,9.16823444283647,1,0.0,4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,70.0,42.30797481310916,-71.11622135298697,2,1.0,1.0,1.0,10.0,1,1.0,3,23,53,328,93.0,9.0,8.0,10.0,9.0,2,10.0,3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,95.0,42.309356585821945,-71.11682730260223,2,1.0,1.0,1.0,68.38014527845036,1,0.93,30,60,90,365,93.0,9.0,9.0,10.0,9.0,2,20.0,3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
59,55.0,42.31691221390574,-71.1130254234823,2,1.0,1.0,1.0,68.38014527845036,1,0.9498908156711676,0,0,0,0,100.0,10.0,9.0,10.0,10.0,1,0.0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,80.0,42.30398455761773,-71.10449360644687,2,1.0,1.0,1.0,68.38014527845036,1,1.0,0,8,26,301,99.0,10.0,10.0,10.0,10.0,1,0.0,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,120.0,42.31632875548343,-71.09909641577438,2,1.0,1.0,1.0,68.38014527845036,1,0.7,7,17,47,109,97.0,10.0,10.0,9.0,10.0,1,0.0,3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
